equipo_id,equipo_desc,tipo,subtipo,servicios,areas,muestras,tipo_institucion_descripcion,provincia
SNM-285,Microscopio,Optico,Confocal,,Ciencia de materiales | Alimentos | Veterinaria | Toxicología | Salud | Química y Petroquímica | Nanotecnología | Minería extractiva | Forense | Fármacos | Ciencias agrarias | Bioquímica | Antropología | Ambiente,Otros,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNM-848,Microscopio,Optico,Confocal,Muestras | Técnicas | Toma de imágenes,Salud,Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNM-264,Microscopio,Electrónico,SEM,Muestras | Técnicas | Análisis cualitativo | Análisis de imagen | Análisis de rugosidad | Análisis semicuantitativo | Caracterización de superficies | Toma de imágenes,Antropología | Veterinaria | Toxicología | Salud | Química y Petroquímica | Minería extractiva | Alimentos | Bioquímica | Ciencias agrarias | Ciencia de materiales | Ambiente | Fármacos | Forense,Polimeros | Cerámicos | Biológica | Otros | Aleaciones,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNRX-903,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNEM-535,Espectrómetro de Masas,ICPMS,No corresponde,Análisis cuantitativo | Análisis cualitativo | Muestras | Técnicas,Antropología | Química y Petroquímica | Veterinaria | Ciencias agrarias | Salud | Ciencia de materiales | Minería extractiva | Forense | Alimentos | Fármacos | Toxicología | Química de compuestos naturales | Geología | Nuclear | Nanotecnología | Ambiente | Bioquímica,Ambientales | Inorgánica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNRX-796,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SINALA-1061,Láseres,Sistema Láser,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SINALA-1064,Láseres,Sistema Láser,No corresponde,Prestaciones de láseres,Nanotecnología | Ambiente | Alimentos | Ciencia de materiales | Química y Petroquímica,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNEM-506,Espectrómetro de Masas,GCMS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNM-315,Microscopio,SPM,AFM,Técnicas | Análisis cualitativo | Análisis cuantitativo | Análisis de colocalización | Análisis de distancia | Análisis de elasticidad | Análisis de imagen | Análisis de partículas | Análisis de rugosidad | Análisis de tamaño | Análisis morfológico | Análisis semicuantitativo | Caracterización de superficies | Curvas de fuerza | Volúmen de fuerzas | Toma de imágenes,Bioquímica | Nanotecnología | Química y Petroquímica | Salud | Toxicología | Ciencia de materiales | Alimentos,Aleaciones | Cerámicos | Biológica | Polimeros,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNM-65,Microscopio,SPM,AFM-STM,Análisis cualitativo | Análisis cuantitativo | Análisis de distancia | Análisis de imagen | Análisis de rugosidad | Análisis propiedades conductoras | Análisis semicuantitativo | Caracterización de superficies | Toma de imágenes,Bioquímica | Ciencia de materiales | Nanotecnología,Polimeros | Cerámicos | Biológica | Aleaciones,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNRX-690,Rayos X,Otro,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNRX-727,Rayos X,XPS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNRX-881,Rayos X,Otro,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNEM-518,Espectrómetro de Masas,GCMS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNM-322,Microscopio,SPM,AFM,Técnicas | Caracterización de superficies | Toma de imágenes,Ciencia de materiales,Cerámicos | Aleaciones | Polimeros,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNM-324,Microscopio,SPM,AFM,Análisis cuantitativo | Análisis de dureza | Análisis de imagen | Caracterización de superficies | Toma de imágenes,Nanotecnología | Fármacos | Ciencia de materiales,Polimeros | Otros | Cerámicos | Biológica | Aleaciones,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNM-325,Microscopio,SPM,STM,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNM-863,Microscopio,Optico,Confocal,Técnicas | Análisis cualitativo | Análisis cuantitativo | Análisis de imagen | Análisis semicuantitativo | Caracterización de superficies | Interacción molecular | Toma de imágenes,Bioquímica | Ciencia de materiales | Química y Petroquímica | Nanotecnología | Fármacos | Salud,Polimeros | Biológica | Aleaciones | Cerámicos,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNM-929,Microscopio,Electrónico,TEM,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNRX-566,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNRX-575,Rayos X,FRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNCF-101,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CORRIENTES
SNCF-102,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CORRIENTES
SNB-130,Bioterio,Ensayos Biológicos | Investigación | Producción,,Provisión de medicado | Provisión/venta de animales | Servicios de investigación y/o docencia,,,Organismo gubernamental de ciencia y tecnología,TUCUMÁN
SNM-15,Microscopio,Electrónico,SEM,Muestras | Técnicas | Toma de imágenes,Antropología | Alimentos | Veterinaria | Toxicología | Ciencia de materiales | Bioquímica | Fármacos | Forense | Minería extractiva | Química y Petroquímica | Salud | Ciencias agrarias,Polimeros | Otros | Cerámicos | Biológica | Aleaciones,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SALTA
SNM-107,Microscopio,Electrónico,TEM,Muestras | Técnicas | Análisis cualitativo | Análisis de imagen | Análisis de partículas | Análisis de rugosidad | Análisis de tamaño | Análisis semicuantitativo | Toma de imágenes,Química y Petroquímica | Forense | Fármacos | Ciencias agrarias | Ciencia de materiales | Antropología | Alimentos | Nanotecnología | Salud | Toxicología | Bioquímica,Aleaciones | Biológica | Polimeros,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,TUCUMÁN
SNM-58,Microscopio,Electrónico,SEM,Muestras | Técnicas | Análisis cualitativo | Análisis de imagen | Análisis de partículas | Análisis de rugosidad | Análisis de tamaño | Análisis morfológico | Análisis semicuantitativo | Caracterización de superficies | Curvas de fuerza | Toma de imágenes,Fármacos | Nanotecnología | Alimentos | Ambiente | Bioquímica | Ciencia de materiales | Ciencias agrarias | Antropología | Toxicología | Forense | Química y Petroquímica | Salud,Biológica | Polimeros | Cerámicos | Aleaciones,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,TUCUMÁN
SNM-59,Microscopio,Electrónico,SEM,Muestras | Técnicas | Análisis de imagen | Análisis de partículas | Análisis de rugosidad | Análisis de tamaño | Análisis morfológico | Caracterización de superficies | Toma de imágenes,Ciencias agrarias | Ciencia de materiales | Antropología | Alimentos,Aleaciones | Biológica | Cerámicos,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,TUCUMÁN
SNM-60,Microscopio,Electrónico,TEM,Muestras | Técnicas | Análisis de imagen | Análisis de partículas | Análisis de tamaño | Análisis morfológico | Toma de imágenes,Ciencias agrarias | Ciencia de materiales | Nanotecnología | Fármacos | Química y Petroquímica | Salud | Antropología | Ambiente | Alimentos | Toxicología | Veterinaria | Bioquímica,Polimeros | Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,TUCUMÁN
SNEM-720,Espectrómetro de Masas,GCMS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNB-20,Bioterio,Producción,,Provisión de viruta estéril | Provisión/venta de animales | Servicio de hotelería,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNB-21,Bioterio,Investigación,,Provisión/venta de animales,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNCF-32,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNM-336,Microscopio,Optico,Confocal,Análisis cualitativo | Análisis cuantitativo | Análisis de colocalización | Análisis de imagen | Análisis de partículas | Análisis semicuantitativo | Toma de imágenes,Veterinaria | Alimentos | Bioquímica | Ciencia de materiales | Ciencias agrarias | Forense | Minería extractiva | Otros | Salud,Cerámicos | Biológica | Aleaciones,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNM-54,Microscopio,Optico,Confocal,Técnicas | Análisis cuantitativo | Análisis de colocalización | Análisis de imagen | Análisis morfológico | Análisis semicuantitativo | Toma de imágenes,Veterinaria | Ciencia de materiales | Minería extractiva | Bioquímica | Ciencias agrarias | Forense | Otros | Salud,Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNM-55,Microscopio,Optico,Confocal,Análisis cualitativo | Análisis cuantitativo | Análisis de constante de difusión | Análisis de distancia | Análisis de imagen | Análisis semicuantitativo | Toma de imágenes,Otros | Fármacos | Forense | Química y Petroquímica | Salud | Toxicología,Cerámicos | Biológica | Aleaciones,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNM-56,Microscopio,Optico,TIRF,Análisis cualitativo | Análisis de imagen | Análisis de partículas | Análisis morfológico | Análisis semicuantitativo | Técnicas,Salud | Otros,Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNM-57,Microscopio,Optico,Spinning Disk,Análisis cualitativo | Técnicas | Análisis cuantitativo | Análisis de colocalización | Análisis de imagen | Análisis de partículas | Análisis semicuantitativo | Toma de imágenes,Otros,Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNEM-565,Espectrómetro de Masas,GCMS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNM-44,Microscopio,Electrónico,SEM,,Química y Petroquímica | Veterinaria | Toxicología | Salud | Nanotecnología | Minería extractiva | Forense | Fármacos | Ciencias agrarias | Ciencia de materiales | Bioquímica | Antropología | Alimentos | Ambiente,Aleaciones | Biológica | Polimeros,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SINALA-1010,Láseres,Sólido,No corresponde,Prestaciones de láseres,Nanotecnología | Ambiente | Salud | Química y Petroquímica | Alimentos | Forense | Ciencia de materiales,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SINALA-1018,Láseres,Sistema Láser,No corresponde,Prestaciones de láseres,Salud | Nanotecnología | Ambiente | Forense | Ciencia de materiales | Alimentos | Química y Petroquímica,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SINALA-1093,Láseres,Sistema Láser,No corresponde,Prestaciones de láseres,Forense | Química y Petroquímica | Salud | Ambiente | Alimentos | Nanotecnología | Ciencia de materiales,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SINALA-1094,Láseres,Sistema Láser,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SINALA-1114,Láseres,Sistema Láser,No corresponde,Prestaciones de láseres,Salud | Química y Petroquímica | Fármacos | Nanotecnología | Ambiente | Ciencia de materiales,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SINALA-1126,Láseres,Sistema Láser,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNEM-741,Espectrómetro de Masas,TOF,No corresponde,Análisis cuantitativo | Análisis cualitativo | Muestras | Técnicas,Química y Petroquímica | Ciencia de materiales | Ambiente | Nanotecnología | Geología,Orgánica | Polímeros sintéticos | Ambientales | Inorgánica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNEM-742,Espectrómetro de Masas,GCMS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNEM-771,Espectrómetro de Masas,GCMS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNM-215,Microscopio,Optico-SPM,Confocal-AFM-NSOM,Técnicas | Análisis cualitativo | Análisis de imagen | Caracterización de superficies,Ciencia de materiales | Nanotecnología,Otros,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNM-217,Microscopio,SPM,AFM-STM,Técnicas | Análisis cualitativo | Análisis de imagen | Análisis de partículas | Análisis de rugosidad | Análisis de tamaño | Análisis morfológico | Caracterización de superficies | Curvas de fuerza | Interacción molecular | Toma de imágenes,Ciencia de materiales | Nanotecnología,Polimeros | Aleaciones,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNM-776,Microscopio,SPM,AFM,Técnicas | Análisis cualitativo | Análisis de imagen | Análisis de partículas | Análisis de rugosidad | Análisis de tamaño | Análisis morfológico | Caracterización de superficies | Curvas de fuerza | Interacción molecular | Toma de imágenes,Nanotecnología | Ciencia de materiales | Alimentos,Polimeros | Cerámicos | Biológica | Aleaciones,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNM-867,Microscopio,Optico,Confocal,Técnicas | Análisis cualitativo | Análisis cuantitativo | Análisis de partículas | Análisis semicuantitativo | Interacción molecular,Nanotecnología | Minería extractiva | Toxicología | Fármacos | Ciencia de materiales | Bioquímica | Alimentos | Antropología,Polimeros | Cerámicos | Biológica | Aleaciones,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNRM-443,Resonador Magnético,RMN,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNRX-686,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNCAD-422,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNM-312,Microscopio,Optico,Confocal,Técnicas | Toma de imágenes,Bioquímica | Alimentos | Ambiente | Fármacos | Veterinaria | Forense | Química y Petroquímica | Ciencias agrarias | Salud | Toxicología,Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNM-313,Microscopio,Optico,Confocal,Técnicas | Toma de imágenes,Otros,Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNEM-475,Espectrómetro de Masas,LCMS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNEM-476,Espectrómetro de Masas,GCMS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNRM-1173,Resonador Magnético,RMN,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNRM-411,Resonador Magnético,RMN,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNRM-412,Resonador Magnético,RMN,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNRM-427,Resonador Magnético,RMN,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNRM-488,Resonador Magnético,RMN,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNB-10,Bioterio,Docencia | Investigación,,Servicios de investigación y/o docencia,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNCF-6,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNEM-985,Espectrómetro de Masas,MALDI-TOF,No corresponde,Análisis cualitativo | Técnicas,Fármacos | Salud,Biomoléculas (polímeros naturales),Organismo gubernamental de ciencia y tecnología|Entidad sin fines de lucro,CABA
SNM-204,Microscopio,Optico,Confocal,,,,Organismo gubernamental de ciencia y tecnología|Entidad sin fines de lucro,CABA
SNM-205,Microscopio,Optico,Confocal,Técnicas,Veterinaria | Bioquímica | Ciencias agrarias | Salud | Nanotecnología,Biológica,Organismo gubernamental de ciencia y tecnología|Entidad sin fines de lucro,CABA
SNM-206,Microscopio,Optico,Confocal,Técnicas,Fármacos | Veterinaria | Toxicología | Salud | Nanotecnología | Ciencias agrarias | Bioquímica,Biológica,Organismo gubernamental de ciencia y tecnología|Entidad sin fines de lucro,CABA
SNM-538,Microscopio,SPM,AFM,Muestras | Técnicas | Análisis de imagen | Análisis de partículas | Análisis de rugosidad | Análisis de tamaño | Análisis morfológico | Caracterización de superficies | Curvas de fuerza | Toma de imágenes,Ciencia de materiales | Química y Petroquímica | Nanotecnología,Polimeros | Cerámicos | Aleaciones,Universidad o instituto universitario estatal,SANTA FE
SNRM-485,Resonador Magnético,EPR,No corresponde,,,,Universidad o instituto universitario estatal,BUENOS AIRES
SNEM-487,Espectrómetro de Masas,LCMS,No corresponde,,,,Universidad o instituto universitario estatal,CÓRDOBA
SNEM-880,Espectrómetro de Masas,GCMS,No corresponde,,Química y Petroquímica | Forense | Ciencia de materiales | Ambiente | Fármacos | Alimentos,Orgánica | Ambientales | Inorgánica,Universidad o instituto universitario estatal,BUENOS AIRES
SNRX-894,Rayos X,DRX,No corresponde,,,,Universidad o instituto universitario estatal,NEUQUÉN
SNRX-831,Rayos X,FRX,No corresponde,,,,Universidad o instituto universitario estatal,JUJUY
SNRX-833,Rayos X,DRX,No corresponde,,,,Universidad o instituto universitario estatal,JUJUY
SNCAD-546,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNCAD-548,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNCAD-549,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNB-12,Bioterio,Docencia | Ensayos Biológicos | Investigación | Producción,,No presta servicios,,,Entidad administrativa de gobierno,CABA
SNEM-505,Espectrómetro de Masas,LCMS,No corresponde,,,,Universidad o instituto universitario estatal,BUENOS AIRES
SNEM-1174,Espectrómetro de Masas,LCMS,No corresponde,Análisis cuantitativo | Análisis cualitativo | Muestras | Técnicas,Ciencias agrarias | Ambiente | Alimentos,Orgánica | Ambientales,Organismo gubernamental de ciencia y tecnología,ENTRE RÍOS
SNCF-88,Citómetro de Flujo,No corresponde,No corresponde,,,,Universidad o instituto universitario estatal,BUENOS AIRES
SINALA-1083,Láseres,Sólido,No corresponde,Prestaciones de láseres,Nanotecnología | Ciencia de materiales | Química y Petroquímica,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SINALA-980,Láseres,Sólido,No corresponde,Prestaciones de láseres,Ciencia de materiales | Nanotecnología | Química y Petroquímica,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNCAD-1057,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNM-901,Microscopio,Optico,Confocal,Técnicas | Análisis cualitativo | Análisis cuantitativo | Análisis de imagen | Análisis propiedades conductoras | Análisis semicuantitativo | Caracterización de superficies | De vida media | Interacción molecular,Fármacos | Forense | Alimentos | Bioquímica | Nanotecnología | Química y Petroquímica | Salud | Ciencia de materiales,Cerámicos | Aleaciones | Biológica | Polimeros,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNRX-578,Rayos X,XPS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNRX-740,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNRX-829,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNM-183,Microscopio,Electrónico,SEM,Técnicas | Muestras | Toma de imágenes,Alimentos | Nanotecnología | Forense | Fármacos | Ciencias agrarias | Ciencia de materiales | Bioquímica | Química y Petroquímica | Minería extractiva | Ambiente | Antropología,Polimeros | Biológica | Aleaciones | Cerámicos,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNM-51,Microscopio,Optico,Otros,Muestras | Análisis cualitativo | Análisis cuantitativo | Análisis de imagen | Análisis morfológico | Análisis semicuantitativo,Ambiente | Veterinaria | Toxicología | Salud | Forense | Ciencias agrarias | Bioquímica,,Universidad o instituto universitario estatal,SANTA FE
SNCF-103,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNCF-75,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNEM-490,Espectrómetro de Masas,GCMS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNB-69,Bioterio,Docencia | Investigación,,Ensayos pre-clínicos | Estudios toxicológicos | Producción de anticuerpos,,,Universidad o instituto universitario estatal,BUENOS AIRES
SNB-44,Bioterio,Docencia | Ensayos Biológicos | Investigación | Producción,,Servicios de investigación y/o docencia,,,Universidad o instituto universitario estatal,BUENOS AIRES
SNRX-805,Rayos X,DRX,No corresponde,,,,Universidad o instituto universitario estatal,SALTA
SNRX-806,Rayos X,FRX,No corresponde,,,,Universidad o instituto universitario estatal,SALTA
SINALA-1135,Láseres,Sistema Láser,No corresponde,,,,Universidad o instituto universitario estatal,BUENOS AIRES
SNEM-571,Espectrómetro de Masas,ICPMS,No corresponde,Análisis cuantitativo | Análisis cualitativo | Muestras | Técnicas,Alimentos | Ciencias agrarias | Salud | Forense | Ciencia de materiales | Química y Petroquímica | Toxicología | Ambiente | Fármacos,Ambientales | Inorgánica,Entidad administrativa de gobierno,CÓRDOBA
SNRM-751,Resonador Magnético,RMN,No corresponde,,,,Entidad administrativa de gobierno,CÓRDOBA
SNRX-580,Rayos X,FRX,No corresponde,,,,Entidad administrativa de gobierno,CÓRDOBA
SNRX-581,Rayos X,DRX,No corresponde,,,,Entidad administrativa de gobierno,CÓRDOBA
SNEM-1102,Espectrómetro de Masas,ICPMS,No corresponde,Análisis cuantitativo | Análisis cualitativo | Muestras | Técnicas,Ciencia de materiales | Geología | Nuclear | Ambiente | Química y Petroquímica | Minería extractiva,Ambientales | Inorgánica,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNEM-1105,Espectrómetro de Masas,GCMS,No corresponde,Análisis cuantitativo | Análisis cualitativo | Muestras | Técnicas,Química y Petroquímica | Fármacos | Ambiente | Química de compuestos naturales,Inorgánica | Orgánica | Ambientales,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNEM-731,Espectrómetro de Masas,TIMS,No corresponde,Análisis cuantitativo | Muestras | Técnicas,Nuclear | Geología,Inorgánica,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNEM-732,Espectrómetro de Masas,LCMS,No corresponde,Técnicas | Análisis cuantitativo | Análisis cualitativo | Muestras,Ambiente | Química y Petroquímica | Fármacos | Nuclear,Orgánica | Ambientales,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNM-82,Microscopio,Electrónico,SEM,Muestras | Técnicas | Análisis semicuantitativo | Toma de imágenes,Otros | Nanotecnología | Ciencia de materiales | Ambiente,Otros | Aleaciones | Cerámicos,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNRX-841,Rayos X,FRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNRX-842,Rayos X,FRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNM-136,Microscopio,Electrónico,TEM,Muestras | Técnicas,Veterinaria | Nanotecnología | Ciencias agrarias | Alimentos | Salud,Biológica,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNM-838,Microscopio,Electrónico,SEM,Técnicas | Toma de imágenes,Fármacos | Veterinaria | Salud | Nanotecnología | Alimentos | Ciencia de materiales | Ciencias agrarias | Forense,Polimeros | Cerámicos | Biológica | Aleaciones,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNM-845,Microscopio,Optico,Confocal,Técnicas | Análisis de colocalización | Análisis de imagen | Interacción molecular | Toma de imágenes,Ciencias agrarias | Veterinaria | Salud | Alimentos,Biológica,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SINALA-1040,Láseres,Sistema Láser,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SINALA-972,Láseres,Sistema Láser,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SINALA-973,Láseres,Sistema Láser,No corresponde,Prestaciones de láseres,Ciencia de materiales | Forense | Otros | Nanotecnología | Química y Petroquímica,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SINALA-974,Láseres,Sistema Láser,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SINALA-975,Láseres,Sistema Láser,No corresponde,Prestaciones de láseres,Nanotecnología | Otros | Química y Petroquímica | Forense | Ciencia de materiales,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNMAG-1073,Magnetómetro,Magnetómetro muestra vibrante,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNMAG-1074,Magnetómetro,Magnetómetro Faraday,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNMAG-1075,Magnetómetro,Magnetotransporte,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNMAG-1076,Magnetómetro,Magnetotransporte,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNM-335,Microscopio,SPM,AFM,Muestras | Técnicas | Análisis de distancia | Análisis de imagen | Análisis de rugosidad | Análisis de tamaño | Análisis morfológico | Caracterización de superficies | Toma de imágenes,Ciencia de materiales | Nanotecnología,Aleaciones | Biológica | Cerámicos | Otros,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNMAG-1029,Magnetómetro,Espectrómetro Mössbauer,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNMAG-1052,Magnetómetro,Susceptómetro ,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
